cluster_id,satellite_image_available,predicted_landcover_class,prediction_confidence,image_date,cloud_cover,image_source,observation_status,satellite_item_id
354,False,UNKNOWN,,2026-08-08,56.504446,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 56.5%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QPM_20260812T100317
355,False,UNKNOWN,,2026-08-08,56.504446,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 56.5%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QPM_20260812T100317
356,False,UNKNOWN,,2026-08-08,39.614317,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 39.6%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGN_20260810T085431
357,False,UNKNOWN,,2026-08-08,73.057038,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 73.1%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PHS_20260810T085431
358,False,UNKNOWN,,2026-08-08,72.284251,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 72.3%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43PGS_20260810T114010
359,False,UNKNOWN,,2026-08-08,47.825363,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 47.8%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGL_20260810T085431
360,False,UNKNOWN,,2026-08-08,67.801321,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 67.8%, threshold: 30.0%)",S2B_MSIL2A_20260811T043659_R033_T45QWE_20260811T082821
361,False,UNKNOWN,,2026-08-08,67.801321,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 67.8%, threshold: 30.0%)",S2B_MSIL2A_20260811T043659_R033_T45QWE_20260811T082821
362,False,UNKNOWN,,2026-08-08,31.731808,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 31.7%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QVF_20260811T100012
363,False,UNKNOWN,,2026-08-08,75.891227,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 75.9%, threshold: 30.0%)",S2B_MSIL2A_20260811T043659_R033_T45QWG_20260811T082821
364,False,UNKNOWN,,2026-08-08,38.306108,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 38.3%, threshold: 30.0%)",S2B_MSIL2A_20260811T043659_R033_T45QVG_20260811T082821
365,False,UNKNOWN,,2026-08-08,38.306108,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 38.3%, threshold: 30.0%)",S2B_MSIL2A_20260811T043659_R033_T45QVG_20260811T082821
366,False,UNKNOWN,,2026-08-08,95.27629,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 95.3%, threshold: 30.0%)",S2B_MSIL2A_20260809T053639_R005_T43RCK_20260809T091637
367,False,UNKNOWN,,2026-08-08,94.701135,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 94.7%, threshold: 30.0%)",S2C_MSIL2A_20260811T052641_R105_T43QCA_20260811T102712
368,False,UNKNOWN,,2026-08-08,97.922403,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 97.9%, threshold: 30.0%)",S2B_MSIL2A_20260806T052649_R105_T43QCC_20260806T091024
369,False,UNKNOWN,,2026-08-08,81.835884,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 81.8%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QTD_20260811T110533
370,False,UNKNOWN,,2026-08-08,79.608446,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 79.6%, threshold: 30.0%)",S2A_MSIL2A_20260809T055251_R048_T42QWL_20260809T105919
371,False,UNKNOWN,,2026-08-08,82.244349,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 82.2%, threshold: 30.0%)",S2A_MSIL2A_20260809T055251_R048_T42QXL_20260809T105919
372,True,SeaLake,0.9946,2026-08-05T05:06:51.025000Z,23.644066,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.99),S2C_MSIL2A_20260805T050651_R019_T43PHM_20260805T101109
373,False,UNKNOWN,,2026-08-08,72.827893,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 72.8%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGP_20260810T085431
374,False,UNKNOWN,,2026-08-08,49.786079,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 49.8%, threshold: 30.0%)",S2C_MSIL2A_20260808T051651_R062_T43PDQ_20260808T100810
375,False,UNKNOWN,,2026-08-08,64.193034,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.2%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43PFS_20260810T114010
376,False,UNKNOWN,,2026-08-08,69.692904,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 69.7%, threshold: 30.0%)",S2C_MSIL2A_20260811T052641_R105_T43QDU_20260811T102712
377,True,HerbaceousVegetation,0.9755,2026-08-10T04:15:51.025000Z,27.189726,Sentinel-2_L2A,Satellite CNN prediction: HerbaceousVegetation (confidence: 0.98),S2C_MSIL2A_20260810T041551_R090_T46RGS_20260810T071116
378,True,HerbaceousVegetation,0.3807,2026-08-10T04:15:51.025000Z,27.189726,Sentinel-2_L2A,Satellite CNN prediction: HerbaceousVegetation (confidence: 0.38),S2C_MSIL2A_20260810T041551_R090_T46RGS_20260810T071116
379,True,HerbaceousVegetation,0.361,2026-08-07T04:05:41.025000Z,5.602829,Sentinel-2_L2A,Satellite CNN prediction: HerbaceousVegetation (confidence: 0.36),S2C_MSIL2A_20260807T040541_R047_T46RGR_20260807T074154
380,True,SeaLake,0.363,2026-08-07T04:05:41.025000Z,5.602829,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.36),S2C_MSIL2A_20260807T040541_R047_T46RGR_20260807T074154
381,True,SeaLake,0.998,2026-08-10T05:06:49.024000Z,3.189906,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 1.00),S2B_MSIL2A_20260810T050649_R019_T43PHK_20260810T085431
382,True,SeaLake,0.8154,2026-08-10T05:06:49.024000Z,3.189906,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.82),S2B_MSIL2A_20260810T050649_R019_T43PHK_20260810T085431
383,True,SeaLake,0.5754,2026-08-10T05:06:49.024000Z,3.189906,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.58),S2B_MSIL2A_20260810T050649_R019_T43PHK_20260810T085431
384,False,UNKNOWN,,2026-08-09,30.837992,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 30.8%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGK_20260810T085431
385,True,SeaLake,0.9854,2026-08-10T05:06:49.024000Z,2.036197,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.99),S2B_MSIL2A_20260810T050649_R019_T43PHL_20260810T085431
386,True,SeaLake,0.997,2026-08-10T05:06:49.024000Z,1.769387,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 1.00),S2B_MSIL2A_20260810T050649_R019_T44PKR_20260810T085431
387,False,UNKNOWN,,2026-08-09,47.825363,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 47.8%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGL_20260810T085431
388,True,SeaLake,0.4309,2026-08-10T05:06:49.024000Z,1.769387,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.43),S2B_MSIL2A_20260810T050649_R019_T44PKR_20260810T085431
389,True,SeaLake,0.9934,2026-08-10T05:06:49.024000Z,1.769387,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.99),S2B_MSIL2A_20260810T050649_R019_T44PKR_20260810T085431
390,False,UNKNOWN,,2026-08-09,47.825363,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 47.8%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGL_20260810T085431
391,True,SeaLake,0.9871,2026-08-10T05:06:49.024000Z,1.769387,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.99),S2B_MSIL2A_20260810T050649_R019_T44PKR_20260810T085431
392,True,SeaLake,0.9567,2026-08-10T05:06:49.024000Z,1.769387,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.96),S2B_MSIL2A_20260810T050649_R019_T44PKR_20260810T085431
393,True,SeaLake,0.99,2026-08-10T05:06:49.024000Z,2.036197,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.99),S2B_MSIL2A_20260810T050649_R019_T43PHL_20260810T085431
394,False,UNKNOWN,,2026-08-09,67.53056,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 67.5%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T43PHN_20260805T101109
395,False,UNKNOWN,,2026-08-09,89.027309,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 89.0%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PKT_20260812T093911
396,False,UNKNOWN,,2026-08-09,55.91892,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 55.9%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PHP_20260810T085431
397,False,UNKNOWN,,2026-08-09,60.73606,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 60.7%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44PKU_20260810T085431
398,False,UNKNOWN,,2026-08-09,31.731808,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 31.7%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QVF_20260811T100012
399,False,UNKNOWN,,2026-08-09,47.825363,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 47.8%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGL_20260810T085431
400,True,SeaLake,0.973,2026-08-10T05:06:49.024000Z,2.036197,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.97),S2B_MSIL2A_20260810T050649_R019_T43PHL_20260810T085431
401,False,UNKNOWN,,2026-08-09,67.53056,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 67.5%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T43PHN_20260805T101109
402,False,UNKNOWN,,2026-08-09,67.53056,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 67.5%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T43PHN_20260805T101109
403,False,UNKNOWN,,2026-08-09,72.827893,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 72.8%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGP_20260810T085431
404,False,UNKNOWN,,2026-08-09,71.756548,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 71.8%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43PFQ_20260810T114010
405,False,UNKNOWN,,2026-08-09,58.764118,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 58.8%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLV_20260812T093911
406,False,UNKNOWN,,2026-08-09,64.822149,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.8%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43PFR_20260810T114010
407,True,Forest,0.8711,2026-08-09T05:52:51.024000Z,3.510178,Sentinel-2_L2A,Satellite CNN prediction: Forest (confidence: 0.87),S2A_MSIL2A_20260809T055251_R048_T42RXP_20260809T105919
408,False,UNKNOWN,,2026-08-09,46.016714,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 46.0%, threshold: 30.0%)",S2C_MSIL2A_20260814T053641_R005_T43RCM_20260814T101317
409,False,UNKNOWN,,2026-08-09,41.165724,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 41.2%, threshold: 30.0%)",S2C_MSIL2A_20260807T040541_R047_T46RGR_20260807T070013
410,False,UNKNOWN,,2026-08-09,62.102783,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 62.1%, threshold: 30.0%)",S2B_MSIL2A_20260811T043659_R033_T45QXF_20260811T082821
411,False,UNKNOWN,,2026-08-09,31.731808,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 31.7%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QVF_20260811T100012
412,False,UNKNOWN,,2026-08-09,56.202364,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 56.2%, threshold: 30.0%)",S2B_MSIL2A_20260811T043659_R033_T45QWF_20260811T082821
413,False,UNKNOWN,,2026-08-09,38.306108,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 38.3%, threshold: 30.0%)",S2B_MSIL2A_20260811T043659_R033_T45QVG_20260811T082821
414,False,UNKNOWN,,2026-08-09,35.571855,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUG_20260811T100012
415,False,UNKNOWN,,2026-08-09,42.921308,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 42.9%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QVG_20260811T100012
416,False,UNKNOWN,,2026-08-09,42.921308,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 42.9%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QVG_20260811T100012
417,False,UNKNOWN,,2026-08-09,35.571855,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUG_20260811T100012
418,True,AnnualCrop,0.2363,2026-08-10T04:15:51.025000Z,20.591527,Sentinel-2_L2A,Satellite CNN prediction: AnnualCrop (confidence: 0.24),S2C_MSIL2A_20260810T041551_R090_T46RGR_20260810T071116
419,False,UNKNOWN,,2026-08-09,77.395684,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 77.4%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QRK_20260812T100317
420,False,UNKNOWN,,2026-08-09,64.946741,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QQK_20260812T100317
421,False,UNKNOWN,,2026-08-09,64.946741,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QQK_20260812T100317
422,False,UNKNOWN,,2026-08-09,60.280496,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 60.3%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QPK_20260812T100317
423,False,UNKNOWN,,2026-08-09,64.946741,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QQK_20260812T100317
424,False,UNKNOWN,,2026-08-09,92.838264,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 92.8%, threshold: 30.0%)",S2B_MSIL2A_20260804T044659_R076_T44QRK_20260804T082913
425,False,UNKNOWN,,2026-08-09,100.0,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 100.0%, threshold: 30.0%)",S2C_MSIL2A_20260811T052641_R105_T43RFM_20260811T102712
426,False,UNKNOWN,,2026-08-09,64.193034,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.2%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43PFS_20260810T114010
427,False,UNKNOWN,,2026-08-09,64.193034,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.2%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43PFS_20260810T114010
428,False,UNKNOWN,,2026-08-09,64.193034,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.2%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43PFS_20260810T114010
429,False,UNKNOWN,,2026-08-09,64.193034,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.2%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43PFS_20260810T114010
430,False,UNKNOWN,,2026-08-09,69.692904,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 69.7%, threshold: 30.0%)",S2C_MSIL2A_20260811T052641_R105_T43QDU_20260811T102712
431,False,UNKNOWN,,2026-08-09,60.455221,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 60.5%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43QGU_20260810T114010
432,False,UNKNOWN,,2026-08-09,45.250893,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 45.3%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43QGV_20260810T114010
433,False,UNKNOWN,,2026-08-09,64.365321,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.4%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44QNJ_20260810T085257
434,False,UNKNOWN,,2026-08-09,86.912179,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QNJ_20260812T100317
435,False,UNKNOWN,,2026-08-09,86.912179,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QNJ_20260812T100317
436,False,UNKNOWN,,2026-08-09,64.365321,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.4%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44QNJ_20260810T085257
437,False,UNKNOWN,,2026-08-09,86.912179,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QNJ_20260812T100317
438,False,UNKNOWN,,2026-08-09,86.912179,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QNJ_20260812T100317
439,False,UNKNOWN,,2026-08-09,86.912179,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QNJ_20260812T100317
440,False,UNKNOWN,,2026-08-09,86.912179,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QNJ_20260812T100317
441,False,UNKNOWN,,2026-08-09,55.425137,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 55.4%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QPJ_20260812T100317
442,False,UNKNOWN,,2026-08-09,77.395684,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 77.4%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QRK_20260812T100317
443,False,UNKNOWN,,2026-08-09,60.280496,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 60.3%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QPK_20260812T100317
444,False,UNKNOWN,,2026-08-09,64.946741,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QQK_20260812T100317
445,False,UNKNOWN,,2026-08-09,64.946741,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QQK_20260812T100317
446,False,UNKNOWN,,2026-08-09,64.946741,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QQK_20260812T100317
447,False,UNKNOWN,,2026-08-09,64.946741,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QQK_20260812T100317
448,False,UNKNOWN,,2026-08-09,64.946741,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QQK_20260812T100317
449,False,UNKNOWN,,2026-08-09,64.946741,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.9%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QQK_20260812T100317
450,False,UNKNOWN,,2026-08-09,60.280496,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 60.3%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44QPK_20260812T100317
451,False,UNKNOWN,,2026-08-09,35.571855,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUG_20260811T100012
452,False,UNKNOWN,,2026-08-09,35.571855,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUG_20260811T100012
453,True,SeaLake,0.2909,2026-08-12T04:57:01.025000Z,22.915548,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.29),S2C_MSIL2A_20260812T045701_R119_T44RQN_20260812T100317
454,True,SeaLake,0.991,2026-08-10T05:06:49.024000Z,2.036197,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.99),S2B_MSIL2A_20260810T050649_R019_T43PHL_20260810T085431
455,False,UNKNOWN,,2026-08-09,47.825363,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 47.8%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGL_20260810T085431
456,True,SeaLake,0.9711,2026-08-05T05:06:51.025000Z,23.644066,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.97),S2C_MSIL2A_20260805T050651_R019_T43PHM_20260805T101109
457,False,UNKNOWN,,2026-08-09,38.058025,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 38.1%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T43PGM_20260805T101109
458,False,UNKNOWN,,2026-08-09,55.91892,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 55.9%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PHP_20260810T085431
459,False,UNKNOWN,,2026-08-09,60.73606,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 60.7%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44PKU_20260810T085431
460,False,UNKNOWN,,2026-08-09,59.606689,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 59.6%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGQ_20260810T085431
461,False,UNKNOWN,,2026-08-09,59.606689,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 59.6%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGQ_20260810T085431
462,False,UNKNOWN,,2026-08-09,30.023083,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 30.0%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44PKV_20260810T085431
463,False,UNKNOWN,,2026-08-09,58.764118,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 58.8%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLV_20260812T093911
464,False,UNKNOWN,,2026-08-09,59.508967,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 59.5%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44QLH_20260810T085257
465,False,UNKNOWN,,2026-08-09,39.039436,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 39.0%, threshold: 30.0%)",S2C_MSIL2A_20260811T052641_R105_T43SGT_20260811T102712
466,False,UNKNOWN,,2026-08-09,99.965417,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 100.0%, threshold: 30.0%)",S2C_MSIL2A_20260811T052641_R105_T43RFN_20260811T102712
467,True,HerbaceousVegetation,0.964,2026-08-10T05:06:49.024000Z,19.481204,Sentinel-2_L2A,Satellite CNN prediction: HerbaceousVegetation (confidence: 0.96),S2B_MSIL2A_20260810T050649_R019_T43QHB_20260810T085257
468,False,UNKNOWN,,2026-08-09,59.508967,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 59.5%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44QLH_20260810T085257
469,False,UNKNOWN,,2026-08-09,78.422302,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 78.4%, threshold: 30.0%)",S2C_MSIL2A_20260804T053641_R005_T42QZJ_20260804T102016
470,False,UNKNOWN,,2026-08-09,96.112341,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 96.1%, threshold: 30.0%)",S2C_MSIL2A_20260807T054641_R048_T42QWK_20260807T085410
471,False,UNKNOWN,,2026-08-09,96.112341,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 96.1%, threshold: 30.0%)",S2C_MSIL2A_20260807T054641_R048_T42QWK_20260807T085410
472,False,UNKNOWN,,2026-08-09,79.608446,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 79.6%, threshold: 30.0%)",S2A_MSIL2A_20260809T055251_R048_T42QWL_20260809T105919
473,False,UNKNOWN,,2026-08-09,79.608446,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 79.6%, threshold: 30.0%)",S2A_MSIL2A_20260809T055251_R048_T42QWL_20260809T105919
474,False,UNKNOWN,,2026-08-09,62.425739,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 62.4%, threshold: 30.0%)",S2C_MSIL2A_20260810T055631_R091_T42QVL_20260810T090514
475,False,UNKNOWN,,2026-08-09,67.53056,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 67.5%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T43PHN_20260805T101109
476,False,UNKNOWN,,2026-08-09,73.057038,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 73.1%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PHS_20260810T085431
