osm_type,osm_id,name,latitude,longitude
node,5807026977,ပြည်နယ်မီးသတ်ဦးစီးဌာန,16.493525,97.623596
node,6837577307,"Fire Station, Nagarkurnool",16.500783,78.286998
node,12991121069,Agni Mapaka Kendram,16.5037,80.674089
way,1324599675,Fire station (unnamed),16.513534,80.517681
way,1184836661,New Fire Station,16.528641,80.800169
node,6636327977,မုတ္တမ နယ်မြေ မီးသတ်စခန်း,16.533773,97.597005
node,5051609255,Bhimavaram Fire station,16.543177,81.53403
node,5638844723,Fire station (unnamed),16.602532,94.930033
node,4411544292,Fire station (unnamed),16.630481,97.45474
way,991657852,"Fire Brigade, Rajapur",16.657337,73.5148
node,6542307887,မီးသတ္ဌာန,16.684678,98.508429
node,6636327975,ဇင်းကျိုက်ကျေးရွာအုပ်စု မီးသတ်ရုံး,16.68998,97.426867
way,1041140211,Fire station (unnamed),16.702763,98.547444
node,6636327976,ရြာမီးသတ္ရံုး,16.712953,97.30105
way,545607318,Fire Station,16.756248,96.160379
node,8116992449,Tanuku fire station,16.764174,81.688691
node,6068692488,Fire station (unnamed),16.775964,96.158464
node,12247870085,Pathein Fire Station,16.777998,94.739616
node,12247870086,Regional Fire Bridge Station,16.779106,94.739337
node,4850972224,Fire station (unnamed),16.780829,94.731305
node,5463786821,Fire station (unnamed),16.783506,96.126828
node,6636327978,ရင်းငြိမ် (တောင်) မီးသတ်ရုံး,16.786695,97.386734
node,6636327979,ရင်းငြိမ်မီးသတ်,16.789869,97.386641
node,5948174488,Fire station (unnamed),16.79319,96.203466
node,5463735924,Fire station (unnamed),16.795303,96.122961
node,5439279936,Mingalar Taung Nyunt Fire Station,16.798793,96.186761
way,270273906,Tarmwe Fire Department,16.803537,96.173877
node,5292257121,Fire station (unnamed),16.80364,96.133253
node,2910460595,Fire Station စမ်းချောင်း မီးသတ်ဦးစီးဌာန,16.804013,96.133041
node,4512578297,သာကေတ မီးသတ်စခန်း,16.8078,96.218153
node,4576633032,Tamwe Fire Station,16.81071,96.174616
node,5447884539,fire_station,16.812458,96.122109
node,2959452413,TGGN,16.83271,96.197487
way,563974607,တောင်ဥက္ကလာပ မီးသတ်စခန်း,16.840677,96.183111
node,5444378220,Daing Su fire station guard,16.843639,96.09541
way,564018780,Fire station (unnamed),16.850646,96.124822
node,5434829215,လှုိင်မီးသတ်စခန်း Hlaing Fire Station,16.850663,96.124824
node,3884055052,Dagon Myothit (South) Fire Station,16.854924,96.223217
way,1354141627,Fire station (unnamed),16.863285,75.802691
node,2587483319,Bayint Naung,16.863426,96.107549
way,542030822,Mayangone Fire Station,16.864658,96.120872
node,2936718916,Mayangone Township Fire Station,16.864669,96.120932
node,4386670089,Myanmar Fire Force (headquarter),16.868981,96.155107
way,155023248,Fire station (unnamed),16.870125,80.019608
way,565704405,မီးသတ္ Hlaing Thar Yar Township Fire Station,16.872138,96.044385
node,5447579406,မီးသတ္ Hlaing Thar Yar Township Fire Station,16.872139,96.04436
node,5440501233,Fire Station,16.875824,96.068855
way,564752694,Fire Station,16.875897,96.068838
node,8064622478,မီးသတ်,16.878132,96.207572
node,4597410490,Fire station (unnamed),16.886671,96.10156
node,1138445845,အင်းစိန် မီးသတ်,16.886722,96.101288
node,11932210583,အိမ်မဲမြို့နယ်မီးသတ်,16.892879,95.179445
node,2936720601,North Oakkalarpa Fire Station,16.895158,96.157161
node,5448090498,SHEW LIN BAN fire guard,16.910141,96.068461
node,5441360421,စဉ့်ငူရပ်ကွက်အရန်မီးသတ် SintGu Reserve Fire Brigade,16.914226,96.097351
node,8754623420,Fire station (unnamed),16.916099,96.149055
way,563984739,မီးသတ်ဌာန ၂,16.917357,96.159187
node,5447283622,အရန်မီးသတ် Reserve Fire Brigade,16.921891,96.097827
node,5434886221,မီးသတ်ဦးစီးဌာန,16.945923,96.078848
way,1111736336,Fire station (unnamed),16.956519,82.233065
node,10171081034,Fire station,16.956523,82.233048
node,5434893483,မီးသတ်ဌာန  Fire Station,16.95967,96.07688
node,4535236389,Fire station (unnamed),16.973747,96.076128
node,4850944222,Fire station (unnamed),16.976368,94.991874
way,265430048,Fire station (unnamed),16.981956,79.943691
node,3076342595,Fire Station,16.991085,81.777527
node,3076342596,Fire Station,17.010722,81.770695
node,2583674183,Fire station (unnamed),17.014718,99.821647
node,6364028885,Fire station (unnamed),17.016299,81.733023
node,2602823048,Fire station (unnamed),17.023728,99.685312
node,13705967933,Fire station (unnamed),17.035317,99.887798
node,12994256693,Nyaungdon Fire Services Department,17.049796,95.637913
node,4376875895,Islampur agnishaman,17.056859,74.262491
way,1454593298,Nalgonda Fire Station,17.061881,79.266138
node,13336349897,Nalgonda Fire Station,17.06197,79.265897
node,6936336836,မြန်မာနိုင်ငံမီးသတ်တပ်ဖွဲ့စခန်း,17.10314,96.234135
way,1424032795,Jnagareddygudem Fire Station,17.123275,81.312543
node,6768374353,ရွှေလှေမီးသတ်,17.162868,97.245435
node,6768374352,အများပိုင်မီးသတ်,17.164132,97.163008
node,6768374354,မီးသတ်ဌာန,17.204696,97.075177
node,6768374351,တောင်စွန်းမီးသတ်စခန်း,17.214004,97.134647
node,13626320332,Fire station (unnamed),17.216555,96.199796
way,1062100300,Rajiv Gandhi International Airport ARFF Main Station,17.234391,78.445957
node,798089786,Fire station (unnamed),17.256674,80.148906
node,4637266390,Fire station (unnamed),17.302462,95.19645
node,11928799854,ကျိုက်ထိုမြို့နယ်မီးသတ်တပ်ဖွဲ့,17.308662,97.010245
node,1728241587,No. (2) Fire Station,17.335937,96.482056
node,4223489475,မီးသတ်တပ်ဖွဲ့,17.345025,95.332674
node,5041287397,FIRE STATION,17.357013,82.537597
node,8978092814,مغل پورہ فائر اسٹیشن,17.359502,78.476775
node,3628741330,Malakpet Fire Station,17.368467,78.501844
node,8111098052,panjagutta firestation,17.412705,78.408885
node,3200943739,Fire station (unnamed),17.422421,78.538458
node,11885839703,Fire station (unnamed),17.430354,81.789249
node,582824404,S P Road Fire Station,17.443083,78.485514
way,1497250889,Fire station (unnamed),17.445793,99.12087
way,357036757,Fire St.,17.450731,78.466417
way,1497905122,Fire station (unnamed),17.471346,99.356698
node,13626320340,Fire station (unnamed),17.483482,96.451755
node,11736392871,Fire station (unnamed),17.491359,78.391086
way,475941769,Fire station (unnamed),17.551612,78.522665
node,3872640361,Gwa Fire Station,17.594677,94.577124
node,12989769148,Fire station (unnamed),17.598256,95.183309
node,13893248267,Fire station (unnamed),17.614498,99.219755
way,475875258,Fire station (unnamed),17.628415,78.401725
node,4842988425,Fire station (unnamed),17.636135,95.453132
node,2572614080,Hinthada Central Fire Station,17.651884,95.461594
node,5824770275,Fire station (unnamed),17.652437,95.783496
node,5621265135,Pedda Gantyada Fore Station,17.668024,83.207823
node,3534960334,fire station,17.676593,77.622747
way,1410443101,Visakhapatnam Central Fire Station,17.709104,83.293289
node,11568650732,Fire station (unnamed),17.709511,83.298744
node,13626429529,Fire station (unnamed),17.716102,96.498198
node,13543686113,Sabbavaram Fire Station,17.791567,83.127368
node,2618261363,ศูนย์ป้องกันและบรรเทาสาธารณภัย,17.803493,98.362824
node,13895469883,อปพร,17.874913,99.346284
node,12892324871,Chittivalasa Fire Station,17.904534,83.405308
way,1224826508,Kottavalasa Fire Station,17.90788,83.185648
way,1456219954,Fire station (unnamed),17.908511,99.310811
node,6837577306,"Mulkalagudem, 33/11 KV Sub Station",17.913565,79.534375
node,13167485130,Bidar Fire Station,17.922074,77.5207
way,422579637,City Fire Station,17.955574,96.722663
way,776433489,Fire station (unnamed),17.9864,79.593249
node,7243989343,Fire station (unnamed),18.001074,79.564553
node,4512923731,ป้องกันและบรรเทาสาธารณภัย อบต.แม่ตะตวน,18.065902,97.932682
node,8386142246,Fire station (unnamed),18.107766,78.824671
way,1279876670,SKota Fire Station,18.115875,83.13856
node,13953194491,Fire station (unnamed),18.127609,99.507124
node,8850425161,Fire Station Podia,18.188544,81.545762
node,13859390911,Fire station (unnamed),18.207092,99.42009
way,1483109259,Fire station (unnamed),18.210351,98.616334
way,1552795064,Fire station (unnamed),18.217063,99.341485
way,1517874925,Fire station (unnamed),18.229395,99.391679
node,11086003452,ကြို့ပင်ကောက်မီးသတ်,18.23045,95.648968
way,1530957230,Fire station (unnamed),18.262351,99.473476
way,1548993929,Fire station (unnamed),18.272543,99.519229
way,1551359197,Fire station (unnamed),18.273575,99.652203
way,1463268489,อาคาร 4,18.288832,99.48908
node,13352396082,บรรเทาสาธารณะภัยหน่วย ๒ บ้านปงสนุก,18.298543,99.495799
node,13860308376,งาน ปภ.,18.309341,99.454637
node,12484335979,Kyangin Fire Station,18.3393,95.243562
node,4934443721,Fire station (unnamed),18.435751,94.321498
node,8115058870,FIRE STATION,18.452286,83.638971
node,4204725189,Nanded City Fire Station,18.460237,73.796494
way,552183184,Kondhwa Fire Station,18.461489,73.889931
node,4805862752,Fire Station Thandwe,18.463168,94.367763
node,1304723072,"Suncity Road Fire Station, Pune",18.475477,73.815447
node,671451162,Pune Cantonment Fire Station,18.498565,73.884322
node,2192111450,Kothrud Fire Station,18.498889,73.81348
way,515129936,Kothrud Fire Station,18.498892,73.813446
node,11942759805,Janta Fire Brigade station,18.499617,73.848468
way,218881239,Pune Main Fire Station,18.506519,73.865226
way,218697330,Erandvana Fire Station,18.506717,73.832804
way,821306773,Fire station (unnamed),18.507177,73.739451
way,1098563726,Fire station (unnamed),18.513307,96.390179
way,380417657,Dayaram Rajguru Agnishamak Kendra,18.529936,73.870605
way,413347762,สถานีควบคุมไฟป่า ดอยอินทนนท์,18.541989,98.591757
way,1346021103,Baner Fire Station,18.560262,73.776962
way,261258201,Aundh Fire Station,18.560578,73.814275
way,359554796,Fire station (unnamed),18.578936,73.740628
way,359552051,Hinjawadi Fire Station - Phase 1,18.584845,73.735095
way,1275546893,Pune Municipal Corporation Fire Station Wagholi,18.588777,73.969217
node,10566607673,Rahatani Fire Station,18.596235,73.781716
node,10725036852,Late.Mahadu Sakharam Tingare,18.596983,73.906553
node,10590397253,Thergaav Fire Station,18.612189,73.778806
way,1411851629,Life Republic Fire Station,18.621806,73.715984
node,8585616661,Life Republic Fire Station,18.622011,73.716068
node,10566692810,Main PCMC Fire Station,18.622762,73.818048
node,11503008061,Fire station (unnamed),18.651917,99.116327
node,3274045651,ศูนย์อำนวยการป้องกันฝ่ายพลเรือน,18.653773,99.038294
node,3724085539,Fire station (unnamed),18.656588,98.681649
node,10566635071,Fire Station Pradhikaran,18.659248,73.771741
node,10566662372,Chikhali Fire Station,18.66441,73.817798
way,265801014,Fire station,18.676323,78.104298
node,12598531408,Fire station (unnamed),18.69904,99.058021
node,11143875815,ရွှေတောင်မီးသတ်တပ်ဖွဲ့,18.702883,95.207429
way,1536412161,Fire station (unnamed),18.703141,99.566719
node,2670849284,Fire station (unnamed),18.72466,98.925117
node,8672761130,Fire station (unnamed),18.741667,99.192526
way,526450102,Fire station (unnamed),18.743047,99.013384
way,404688741,Fire station (unnamed),18.745151,98.994357
way,931930510,Fire station (unnamed),18.746765,99.116128
node,1583694573,Fire station (unnamed),18.750476,98.889327
node,3428219302,Fire station (unnamed),18.753243,99.0019
relation,7857802,Fire station (unnamed),18.762609,98.96777
way,101792752,Fire station (unnamed),18.768529,99.007051
node,1413038756,Fire station (unnamed),18.770021,99.036904
node,13144484779,Chakan Fire station,18.77367,73.869374
node,6593022579,Fire station (unnamed),18.776722,84.09481
way,537679529,Fire station (unnamed),18.781719,98.984805
way,511654292,สถานีดับเพลิง หน่วยสันป่าข่อย,18.785212,99.007587
node,5178195703,Fire station (unnamed),18.785506,99.031802
node,5466155231,Jagtial Fire Station,18.789197,78.914784
node,1616068615,อาคารป้องกันและบรรเทาสาธารณภัย,18.794882,98.998299
way,204644570,Fire station (unnamed),18.801112,98.982
way,1539335855,Fire station (unnamed),18.809269,99.04213
node,3244491831,Fire station (unnamed),18.815241,99.006786
way,256273904,Fire station (unnamed),18.825522,98.994413
node,3367703729,Fire station (unnamed),18.827289,98.999079
way,1548867668,สถานีดับเพลิงและกู้ภัยเทศบาลตำบลสันทรายหลวง,18.840739,99.043265
way,175696575,Fire station (unnamed),18.845212,99.027274
way,1458594884,Fire station (unnamed),18.845798,99.028565
node,5485685754,Fire station (unnamed),18.847645,98.730275
way,1108465163,Fire station (unnamed),18.856848,98.969562
way,1351053098,Kashinagar Fire Station,18.882514,83.884919
node,14006033859,Rasayani Fire Station,18.883236,73.169117
node,4418739800,Fire station (unnamed),18.897126,98.976742
node,1388436928,Fire station (unnamed),18.900429,99.049918
node,836465780,Fire station (unnamed),18.903077,99.003253
node,6772439845,Fire Services Department,18.909035,95.547382
node,623417932,Colaba Fire Station,18.915455,72.826053
way,988399710,Fire station (unnamed),18.92028,73.002603
way,1421481421,Fire station (unnamed),18.921281,99.331504
way,207413375,Nariman Point Fire Station,18.923006,72.826081
way,356173988,Nariman Point Fire Station,18.923092,72.826008
node,2168679530,Fort Fire Brigade,18.935074,72.834642
way,207324977,Fire station (unnamed),18.935121,72.8346
node,605222184,Fire station (unnamed),18.941482,72.829157
node,12100000913,တောင်ငူ ခရိုင် မီးသတ်ရုံး,18.942299,96.443998
way,989702298,Fire station (unnamed),18.944965,72.940446
node,861411346,Umerkhadi Fire Station,18.957962,72.832639
way,39834515,Gowalia Tank Fire Station,18.96172,72.812734
node,700725781,Byculla,18.972456,72.831962
way,642215376,Ulwe Fire Station,18.975726,73.028119
way,779874353,Fire station (unnamed),18.98323,99.610771
way,1413795344,Dinkar Balu Patil Navi Mumbai International Airport Fire Station,18.988697,73.068572
node,1261803303,New Panvel Fire Brigade,18.996077,73.118969
way,354294947,Babasaheb Worlikar Fire Station,19.013219,72.823534
way,116072855,Dadar Fire Brigade,19.01418,72.845705
way,353760968,Nerul Fire Station,19.02371,73.025417
way,356190537,Fire station (unnamed),19.024405,73.040596
way,372606474,Kalamboli Fire Station,19.026006,73.105093
node,9024751917,Fire station (unnamed),19.033118,72.841209
way,353758946,Kharghar Fire Station,19.038845,73.063524
node,5102719433,Tawa Delight,19.039279,73.099231
node,2187315849,Testing Fire Station,19.039624,72.853887
node,12022280020,ကြို့ပင်မီးသတ်,19.045541,94.901927
way,434887905,Bandra Fire Brigade,19.050443,72.837564
node,2311428475,Chembur Fire Station,19.054525,72.89352
node,5681276728,Dep. of Fire Service မြို့နယ်မီးသတ်ဦးစီးဋ္ဌာန,19.056157,96.664554
node,3761594600,Fire station (unnamed),19.068187,73.131667
node,1122048181,Vashi Fire Station,19.076405,72.998471
way,353174234,Kurla Agnishaman Kendra,19.08443,72.885935
way,1243105383,Mini Fire Station,19.085369,72.831273
way,1376380212,Aerodrome Rescue and Fire Fighting,19.091366,72.873611
way,1330412751,Vikhroli Fire Brigade,19.101129,72.918244
node,12787664087,ရေနံ့သာမီးသတ်စခန်း,19.102179,95.039913
node,2614071357,Fire station (unnamed),19.105249,99.000507
relation,21105810,Marol fire brigade,19.109561,72.877878
way,1071065218,Koparkhairne Fire Station,19.111331,73.006442
way,1479265653,Andheri Fire Station,19.112162,72.840863
way,1066739652,Airoli Fire station,19.151294,72.989524
way,621466311,Goregaon Fire Station,19.153497,72.840329
node,352677571,Fire station (unnamed),19.153935,73.241343
way,545191333,Fire Station,19.155698,96.344993
way,935761727,Fire station (unnamed),19.163898,73.0738
way,492808852,สถานีดับเพลิง 1 งานป้องกันและบรรเทาสาธารณภัยเทศบาลเมืองพะเยา,19.16609,99.906323
way,359074975,Dindoshi Fire Station,19.175061,72.860998
way,665687016,Mulund Fire Brigade,19.175132,72.942533
way,1497015826,Fire station (unnamed),19.175459,99.621473
way,534387045,Fire station (unnamed),19.176702,99.891312
node,14115189485,Fire station (unnamed),19.176726,99.834614
way,354797910,Fire Station Thane (E),19.183011,72.975953
way,680592900,Jawahar Bag Fire Station,19.191599,72.978556
way,680592899,Jawahar Bag Fire Station,19.191687,72.978249
way,945059965,Fire station (unnamed),19.196251,72.822467
way,128123470,Malwani Fire Station,19.19661,72.82258
way,674040658,Fire station (unnamed),19.204094,99.868755
way,352973116,Kandivali Fire Station,19.206027,72.850536
node,2125657222,งานป้องกันและบรรเทาสาธารณภัย,19.206537,99.517652
way,822533725,Rustomjee Fire Station,19.208902,72.991645
way,948969308,Fire station (unnamed),19.217487,72.982732
way,944086589,Balkum Fire Station,19.217771,72.982878
node,5304591191,Fire station (unnamed),19.223612,99.958837
way,257439666,Borivali Firestation,19.22982,72.840002
node,14113974596,Fire station (unnamed),19.242823,99.827098
way,1330557955,Kalyan Fire Station,19.248687,73.121944
node,5255263122,Fire station (unnamed),19.280594,72.872239
node,13646905610,Fire station (unnamed),19.284551,96.214152
node,7486324686,Mira Bhayander Mahanagarpalika Fire Bridage and Emergency centre,19.292598,72.851921
node,7503415136,Fire station,19.312459,84.789544
node,6275800386,Fire station (unnamed),19.334106,95.180657
node,2128238192,Fire station (unnamed),19.338757,99.509712
node,6392671387,Chatrapur Fire Station,19.358266,84.994251
node,12069450782,Tayawgone Fire Brigate,19.371629,95.215913
node,8949470739,Fire station (unnamed),19.394126,74.647987
node,4689269189,Fire station (unnamed),19.40567,72.827469
node,4821972821,Fire station (unnamed),19.405702,72.827853
node,13339891149,Purushottampur Fire Station,19.512035,84.872582
node,6631508917,Fire station (unnamed),19.534213,99.743285
node,7881207605,Fire station (unnamed),19.534918,98.96214
node,4472486777,Fire station (unnamed),19.551229,99.756617
way,265816770,adilabad fire station,19.665681,78.530454
way,1491822106,Fire Brigade office Igatpuri,19.694045,73.554166
way,1087155971,မီးသတ်စခန်း (အကွက်ကြီး-၂),19.729947,96.065627
node,4397256509,Pyinmana fire Station,19.736087,96.195408
way,286362289,Naypyitaw Central Fire Station,19.738371,96.092115
node,4397254368,Pyinmana Fire Station,19.738416,96.211899
node,2935214942,balugaon fire station,19.762381,85.215249
node,3024160262,No.1 Fire Station,19.795112,96.126752
way,758288227,Fire station (unnamed),19.803077,99.674702
way,1499805638,Fire station (unnamed),19.829253,96.156066
node,3242344367,fire station,19.86243,75.32174
node,14041627485,Fire station (unnamed),19.875353,75.353644
way,460263831,ฝ่ายป้องกันและบรรเทาสาธารณภัย,19.891826,99.83669
node,11769073760,Fire Station Konark,19.898239,86.114943
node,2053533857,Fire station (unnamed),19.919533,99.213896
way,570699079,Fire station (unnamed),19.957095,99.881058
node,4376877994,CMC fire station,19.962083,79.294837
node,11358179081,မြို့နယ်မီးသတ်ဦးစီးဌာန,19.967111,95.035085
way,1469959277,Fire station (unnamed),19.968416,73.768626
node,13673808203,Gop Fire Station,19.969735,86.025832
node,11753075267,Kakatpur Fire Station,19.991203,86.224614
node,11972389028,မီးသတ်,20.005536,95.546001
node,8316131973,Fire station (unnamed),20.018418,76.045308
node,10758108621,မြေပုံမြို့နယ်မီးသတ်ဌာန,20.043754,93.372655
way,1092545264,Fire safety department,20.05348,78.949073
node,11591421136,Nimapada Fire Station,20.053575,86.002904
node,4285863237,Fire Station,20.075271,94.469783
node,7263363404,Fire station (unnamed),20.093798,99.283276
node,11396423170,မကွေးနယ်မြေမီးသတ်စခန်း,20.119373,94.94472
node,2148609278,ดับเพลิง อบต.แม่จัน,20.133028,99.862773
way,1351050614,မြို့နယ်မီးသတ်ရုံး,20.133828,96.201887
node,12375856690,ရက္ခိုင်ပြည်နယ်မီးသတ်ဦးစီးဌာန,20.137838,92.888598
node,11396351075,တိုင်း မီးသတ်,20.145078,94.920961
node,2134742418,งานป้องกันและบรรเทาสาธารณภัยเทศบาลตำบลแม่จัน,20.147703,99.852627
way,617845614,KHURDHA FIRE STATION,20.170526,85.613024
way,767720343,Fire station (unnamed),20.18512,79.993148
way,619212563,BEGUNIA FIRE STATION,20.202037,85.444467
node,12912876737,စကု နယ်မြေ မီးသတ်စခန်း,20.223188,94.76635
way,236816398,Fire station (unnamed),20.254423,85.813714
way,490263013,Baramunda Fire Station,20.279055,85.799301
node,12839112247,လယ်ကိုင်းနယ်မြေမီးသတ်စခန်း,20.314783,94.740098
node,6376938985,สถานีควบคุมไฟป่าดอยตุง,20.31998,99.821495
node,10765218892,ပုဏ္ဏားကျွန်း မီးသတ်စခန်း,20.335381,93.005704
node,12874555785,ကျောင်းတော်ရာနယ်မြေမီးသတ်စခန်း,20.357117,94.764893
way,1125918041,မင်းပြားမြို့နယ် မီးသတ်စခန်း,20.362035,93.274535
node,11396177077,ပွင့်ဖြူမြို့နယ်မီးသတ်,20.363369,94.669027
node,11909485347,ကုန်းဇောင်းမီးသတ်,20.419837,94.763126
way,407495157,สถานีดับเพลิงเมืองแม่สาย,20.426312,99.884718
way,1237333072,ခရိုင်မီးသတ်,20.431397,96.131491
way,1237333076,မြို့နယ်မီးသတ်,20.432115,96.14063
node,12803587552,Myanmar Fire Service Department,20.450956,94.246834
node,10763534658,ရသေ့တောင် မီးသတ်စခန်း,20.479837,92.759081
way,1126068385,Myaung-Bway Fire Station,20.493205,93.278851
node,7802555153,မီးသတ်ဦးစီး ဌာန,20.578922,94.657187
node,6043924686,ပျော်ဘွယ်မီးသတ်,20.585653,96.05237
node,3129279680,Mrauk-U Fire Station,20.593153,93.194323
node,4583460206,Fire station (unnamed),20.657752,96.927865
node,12564867004,Sinphyukyun Fire Services Department,20.658359,94.691556
node,12041985961,ပြည်နယ်မီးသတ်ဝင်း,20.752944,97.060505
way,1300029052,Fire station (unnamed),20.76531,96.948403
node,8491054034,Shwe Nyaung Fire Station,20.765349,96.948497
node,11556722443,ကန်သာမီးသတ်,20.78039,97.02883
node,5813917253,ျပည္နယ္မီးသတ္ တပ္ဖြဲ႔မွဴး႐ံုး,20.799893,97.043115
node,12880834090,ဂွေးချို မီးသတ်,20.802045,95.017709
node,2734334850,Fire station (unnamed),20.8446,95.125743
node,4584799943,Fire station (unnamed),20.856736,95.824269
way,911719804,Birmaharajpur Fire Station,20.86714,84.049397
node,12301094408,မြို့နယ်မီးသတ်ရုံး,20.877503,92.522749
way,1202311230,မီးသတ်,20.9088,94.789637
node,11933181758,ဆိပ်ဖြူမြို့နယ်မီးသတ်,20.908808,94.789617
node,12048705309,Pindaya Township Fire Department,20.928997,96.665471
node,6059829987,Fire station (unnamed),20.936439,95.205424
way,1223485255,ကဇွန်းမနယ်မြေမီးသတ်စခန်း,21.003408,94.411194
node,12464861924,တောင်ဇင်း မီးသတ် ဌာန,21.032285,95.012779
way,463386325,Fire station (unnamed),21.095483,79.048134
way,463386324,Fire station (unnamed),21.09551,79.048196
node,4376848791,Fire station (unnamed),21.09925,95.645461
node,6983064785,Narendra Nagar Fire Station,21.107117,79.080682
node,4984615984,Fire station,21.107275,79.080336
way,588067364,Fire station (unnamed),21.11643,72.739952
way,387788295,"Fire Brigade and Emergency Services, Sakkardara",21.119737,79.1144
node,3144755492,Bagan Fire Station,21.130737,94.856834
node,12037508919,ပန်းအိုင်မီးသတ်,21.132357,95.631066
node,12459113925,ငါ့သရောက်မီးသတ်,21.150395,95.132897
way,1346900328,ငါ့သရောက်မီးသတ်,21.150557,95.132864
way,1312264984,ရွာငံ မီးသတ်ဦးစီးဌာန,21.162071,96.447476
node,12146412817,ရွာငံ မီးသတ်ဦးစီးဌာန,21.162099,96.447474
node,5026226651,Fire station (unnamed),21.172202,94.805357
node,4446184707,Airport Fire Station,21.183723,81.738507
node,2629372542,Fire Station,21.199815,72.821162
node,3141388161,Nyaung-U Fire Station,21.2022,94.909324
node,13686160391,Kalmeshwar Fire Station,21.231129,78.924155
node,11019832297,Mahadula Fire Station,21.249533,79.081763
way,440729119,Fire station (unnamed),21.252488,92.128827
node,12106691388,Taungtha Fire Station,21.271902,95.448241
node,12395354377,ကျိုင်းတုံခရိုင်မီးသတ်ဦးစီးမှူးရုံး,21.305779,99.613749
node,5467669121,Fire station (unnamed),21.330779,95.068554
way,1202045735,မီးသတ်တပ်ဖွဲ့,21.354003,95.104752
way,1513276501,Talaja fire station,21.355682,72.040934
way,1301981962,Pyinsi Highway Fire Station,21.395548,95.896165
way,1302653344,မီးသတ်ဝင်း,21.446608,94.48342
node,11357430651,မြို့နယ်မီးသတ်,21.446624,94.483522
way,1416867271,မြို့ကြီးမီးသတ်ရုံး,21.452285,96.370717
node,6063516486,Fire station (unnamed),21.469369,95.396021
node,11749844984,Manikhamb Fire Station,21.495072,86.937898
way,1086465948,Kaptipada fire station,21.510397,86.541059
node,9604962402,Kaptipada Fire station,21.510519,86.541316
way,1456196135,ဟံမြင့်မိုရ် အရံမီးသတ်,21.515517,96.181646
node,12074841553,ပခန်းကြီးမီးသတ်,21.531722,95.202506
node,9604825045,Fire Station Udala,21.573032,86.569874
node,4428579332,Fire Brigade,21.593126,78.531513
node,12020344851,မြို့နယ်မီးသတ်တပ်ဖွဲ့,21.629048,95.245321
way,1309208874,Fire station (unnamed),21.629148,95.245172
way,375131403,Fire station (unnamed),21.645524,69.609532
way,553652569,Fire Station,21.647452,69.657229
node,6625402785,Fire station (unnamed),21.652942,92.312948
way,1300683810,မြို့နယ်မီးသတ်ဦးစီးဌာန,21.700141,94.09935
node,12047311550,မြို့နယ်မီးသတ်ဦးစီးဌာန,21.700258,94.099309
way,1238060803,မီးသတ်တပ်ဖွဲ့,21.760283,95.031191
node,12718724681,Lingadaw FireStation,21.760288,95.031191
way,864023717,Municipal Fire Station,21.768624,72.132086
way,1231937227,Thanchi Fire Service & Civil Defence,21.813181,92.432337
node,11425928255,Thanchi Fire Service & Civil Defence,21.81323,92.432315
node,12086689350,‌မြောင်မီးသတ်,21.833609,95.421012
node,4120563293,Myitnge Railway Private Fire Station,21.855317,96.068956
node,5603480021,Fire station (unnamed),21.899287,96.312767
node,6078594187,Fire station (unnamed),21.905137,96.081427
node,12263162157,မြင်းမူမြို့နယ်မီးသတ်ဦးစီးဌာန,21.929263,95.567806
node,2702239050,Htan Koe Pin Fire Service Station,21.950773,96.11616
node,12063170226,မဟာမြိုင် (၂) မီးသတ်,21.960467,96.111023
node,12063096247,မဟာအောင်မြေမြို့နယ်မီးသတ်,21.962743,96.111463
node,4992146408,ျမဳိ႕နယ္စည္ပင္ဦးစီးဌာန,21.972018,95.082184
node,12433443892,ဆားလင်းကြီးမီးသတ်စခန်း,21.973888,95.082535
node,2699567867,Central Fire Station,21.978539,96.082357
node,5224176221,Fire station (unnamed),21.991004,96.076129
node,4903110921,အောင်မြေသာစံရပ်ကွက် အရံမီးသတ်စခန်း,21.991143,96.074904
way,601207199,Fire station (unnamed),21.992258,91.95225
node,4323722048,Nan Shae Fire Station နန်းေရှ့ မီးသတ်,21.992655,96.110846
way,433224934,NanShae Fire Station (နန်းေရှ့ မီးသတ်),21.992699,96.110849
node,8070921785,မင်းတဲ မီးသတ်,21.9942,96.069012
node,8070921885,အောင်မြေသာစံ မီးသတ်စခန်း,21.99436,96.06484
node,8070903288,မေဃ မီးသတ်,21.996704,96.08057
node,8070921786,ပြည်လုံးချမ်းသာ အရံမီးသတ်တပ်ဖွဲ့,22.001554,96.08235
node,5502410321,Fire station (unnamed),22.005368,96.085753
node,8070921886,ဌာနီအနောက် မီးသတ်တပ်ဖွဲ့,22.005446,96.086028
way,1304252920,အုန်းတောမီးသတ်,22.007105,95.828646
node,12078385896,အုန်းတောမီးသတ်,22.007213,95.828583
node,4353697489,Fire Brigade,22.025503,96.467046
node,7920669112,Fire Brigade Pyin Oo Lwin,22.033794,96.49375
way,425464402,Fire station (unnamed),22.034316,89.967815
node,11037717628,တောင်ရှည်မီးသတ်,22.062084,96.878215
way,480355295,Yinmarbin Fire Department,22.080691,94.911949
way,529879244,Satkania Fire Service & Civil Defence Station,22.097803,92.074067
way,1124686687,Fire station (unnamed),22.144953,90.233424
node,5225734368,Amtali Fire Station,22.145039,90.233411
way,594561331,Fire service,22.1586,90.10763
way,1050510523,Jaynagar Fire Station,22.160839,88.434804
